,country,iso_code,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
122,Mauritania,MRT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.037,0.048,0.062,0.088,0.117,0.161,0.18,0.198,0.234,0.275,0.429,0.399,0.447,0.469,0.484,0.509,0.517,0.557,0.583,0.605,0.63,0.634,0.883,0.938,0.872,0.656,0.374,3.243,3.184,2.803,0.854,0.868,0.905,0.927,0.956,1.015,1.063,1.077,1.07,1.096,1.114,1.172,1.249,1.29,1.385,1.437,1.55,1.758,1.834,2.012,2.094,2.23,2.448,2.169,2.566,3.002,2.627,3.42,3.664,3.774,4.118,4.455,4.534,4.6129423076923075,4.691884615384615,4.770826923076923,4.849769230769231,4.928711538461538,5.007653846153846,5.086596153846154,5.165538461538461,5.244480769230769,5.323423076923077,5.4023653846153845,5.481307692307692,5.56025,5.639192307692308,5.718134615384615,5.797076923076923,5.876019230769231,5.954961538461538
123,Mauritius,MUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202,0.139,0.176,0.187,0.187,0.128,0.22,0.22,0.209,0.224,0.18,0.187,0.253,0.209,0.308,0.304,0.275,0.498,0.638,0.572,0.498,0.396,0.689,0.678,0.692,0.59,0.619,0.641,0.63,0.66,0.59,0.542,0.502,0.597,0.627,0.707,0.799,0.931,0.854,1.052,1.462,1.521,1.707,1.773,1.623,1.828,1.949,1.997,2.169,2.426,2.689,2.862,2.884,3.059,3.089,3.294,3.627,3.686,3.767,3.708,3.913,3.917,3.964,4.067,4.206,4.21,4.346,4.536,4.459,4.521,3.807,4.091,4.249,4.321134615384615,4.3932692307692305,4.465403846153846,4.537538461538461,4.609673076923077,4.681807692307692,4.7539423076923075,4.826076923076923,4.898211538461538,4.970346153846154,5.042480769230769,5.114615384615385,5.18675,5.258884615384615,5.331019230769231,5.403153846153846,5.475288461538462,5.547423076923077
124,Mexico,MEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.579,0.531,0.539,0.495,0.579,0.689,0.736,0.755,1.0,1.312,1.425,1.557,1.718,1.707,1.92,2.264,3.77,3.693,4.155,8.402,8.632,11.743,10.142,14.315,17.184,26.132,30.642,41.084,76.237,90.288,85.551,72.038,67.872,57.085,44.686,31.796,24.083,22.148,20.379,16.752,16.195,16.741,18.892,21.426,21.961,24.903,24.265,22.664,23.209,22.546,18.977,19.058,20.124,22.615,25.623,29.352,30.509,28.959,30.508,34.889,37.212,36.707,36.27,39.662,42.134,49.278,54.008,58.287,63.052,65.24,63.744,66.292,74.2,75.168,80.845,90.006,93.887,102.176,113.951,126.187,132.271,144.058,154.727,164.139,183.74,192.394,222.116,240.259,267.744,283.707,303.905,277.566,276.649,287.371,293.412,306.022,305.666,323.48,317.042,330.133,332.78,338.067,351.843,331.143,341.765,362.68,381.308,386.27,391.725,407.731,410.506,436.18,438.8,463.644,474.744,473.748,473.107,460.417,456.597,483.405,501.569,495.485,484.114,479.52,479.79,465.621,470.286,468.322,442.289,468.791,511.972,519.62625,527.2805000000001,534.9347500000001,542.5890000000002,550.2432500000002,557.8975000000003,565.5517500000003,573.2060000000004,580.8602500000004,588.5145000000005,596.1687500000005,603.8230000000005,611.4772500000006,619.1315000000006,626.7857500000007,634.4400000000007,642.0942500000008,649.7485000000008
125,Micronesia (country),FSM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,0.143,0.154,0.18,0.183,0.194,0.202,0.191,0.18,0.165,0.15,0.161,0.143,0.117,0.114,0.132,0.11,0.147,0.103,0.117,0.125,0.136,0.136,0.143,0.143,0.143,0.143,0.147,0.147,0.153,0.151,0.15390384615384614,0.1568076923076923,0.15971153846153843,0.16261538461538458,0.16551923076923072,0.16842307692307687,0.17132692307692302,0.17423076923076916,0.1771346153846153,0.18003846153846145,0.1829423076923076,0.18584615384615374,0.1887499999999999,0.19165384615384604,0.19455769230769218,0.19746153846153833,0.20036538461538447,0.20326923076923062
126,Moldova,MDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.005,0.005,0.007,0.009,0.008,0.008,0.009,0.009,0.028,0.033,0.027,0.037,0.04,0.054,0.055,0.052,0.063,0.073,0.09,0.092,0.12,0.123,0.145,0.152,0.16,0.183,0.185,0.202,0.207,0.219,0.229,0.247,0.28,0.308,0.326,0.382,0.389,0.447,0.455,0.526,0.59,0.685,0.776,0.796,0.769,0.752,0.837,0.747,0.852,0.955,0.961,1.014,0.994,1.031,1.168,1.269,1.145,1.051,1.12,1.031,0.411,0.351,0.32,0.347,0.424,0.468,0.557,0.55,0.797,0.991,1.1,1.185,1.612,1.936,2.181,2.438,2.948,3.337,3.826,3.913,4.13,4.18,5.012,4.404,2.395,2.499,3.624,3.837,4.312,5.193,5.528,6.285,7.007,7.596,8.136,8.611,9.408,10.671,11.704,12.813,13.685,14.398,15.006,15.489,16.273,17.458,18.573,19.717,20.839,21.805,22.43,23.367,24.593,26.106,27.476,28.654,29.764,31.302,32.504,33.612,34.764,35.039,36.413,35.749,36.406,36.939,37.273,40.156,38.828,37.534,39.211,38.336,36.24,29.274,20.978,15.846,12.427,11.405,11.687,7.301,6.444,4.685,3.573,3.787,4.052,4.404,4.613,4.938,5.03,4.979,5.19,4.54,4.831,4.945,4.766,4.899,4.759,4.782,4.904,5.221,5.445,5.495,5.241,5.597,5.422,5.053326923076923,4.684653846153846,4.315980769230769,3.9473076923076915,3.5786346153846145,3.2099615384615374,2.8412884615384604,2.4726153846153833,2.1039423076923063,1.7352692307692292,1.3665961538461522,0.9979230769230752,0.6292499999999983,0.2605769230769214,-0.10809615384615556,-0.4767692307692325,-0.8454423076923094,-1.2141153846153863
127,Mongolia,MNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.293,0.3,0.304,0.487,0.59,0.689,0.762,1.136,1.345,1.293,1.392,1.971,1.601,2.045,1.957,1.953,2.151,2.48,2.682,2.847,3.032,3.276,3.472,3.741,4.055,4.39,4.961,5.764,6.277,6.855,6.615,6.712,6.969,6.425,8.998,9.595,10.483,11.493,10.459,9.791,11.96,10.943,9.193,7.865,7.837,7.935,7.615,7.622,7.488,7.432,7.804,8.197,7.931,8.501,8.515,9.281,11.958,11.918,13.026,13.772,21.368,35.0,43.478,29.626,23.282,25.629,34.135,45.316,47.255,37.077,38.257,37.894,38.567980769230765,39.24196153846153,39.9159423076923,40.589923076923064,41.26390384615383,41.9378846153846,42.61186538461536,43.28584615384613,43.959826923076896,44.63380769230766,45.30778846153843,45.981769230769196,46.65574999999996,47.32973076923073,48.003711538461495,48.67769230769226,49.35167307692303,50.025653846153794
128,Montenegro,MNE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.003,0.006,0.006,0.007,0.005,0.008,0.009,0.012,0.013,0.012,0.013,0.014,0.016,0.019,0.019,0.02,0.021,0.021,0.023,0.023,0.063,0.0,0.0,0.0,0.0,0.0,0.045,0.06,0.064,0.093,0.102,0.104,0.114,0.111,0.126,0.143,0.156,0.147,0.136,0.124,0.114,0.119,0.125,0.123,0.137,0.13,0.136,0.157,0.0,0.0,0.006,0.001,0.079,0.156,0.218,0.245,0.28,0.269,0.255,0.256,0.254,0.303,0.347,0.397,0.431,0.425,0.487,0.532,0.558,0.572,0.636,0.721,0.742,0.735,0.743,0.794,0.823,1.076,1.16,1.087,1.299,1.304,1.361,1.405,1.366,1.526,1.66,1.633,1.777,1.632,1.758,1.854,1.891,1.975,1.928,1.989,1.983,1.962,1.388,1.483,1.294,1.257,1.327,1.553,1.67,1.758,1.212,1.521,1.667,1.766,1.889,2.041,1.751,2.063,2.056,2.605,1.682,2.422,2.407,2.213,2.151,2.107,2.239,2.015,2.103,2.4,2.477,2.407,2.305,2.292,2.315384615384615,2.3387692307692305,2.362153846153846,2.385538461538461,2.4089230769230765,2.432307692307692,2.455692307692307,2.4790769230769225,2.502461538461538,2.525846153846153,2.5492307692307685,2.572615384615384,2.595999999999999,2.6193846153846145,2.64276923076923,2.666153846153845,2.6895384615384605,2.712923076923076
129,Montserrat,MSR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.004,0.007,0.004,0.007,0.007,0.007,0.007,0.015,0.015,0.015,0.015,0.015,0.011,0.011,0.026,0.026,0.026,0.015,0.018,0.018,0.022,0.022,0.026,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.033,0.033,0.037,0.033,0.029,0.037,0.026,0.026,0.048,0.037,0.048,0.04,0.04,0.04,0.048,0.044,0.059,0.037,0.04,0.048,0.048,0.055,0.029,0.029,0.029,0.022,0.022,0.021,0.021,0.021115384615384616,0.02123076923076923,0.021346153846153845,0.02146153846153846,0.021576923076923073,0.021692307692307688,0.021807692307692302,0.021923076923076917,0.02203846153846153,0.022153846153846146,0.02226923076923076,0.022384615384615374,0.02249999999999999,0.022615384615384603,0.022730769230769218,0.022846153846153832,0.022961538461538446,0.02307692307692306
130,Morocco,MAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.033,0.04,0.091,0.149,0.175,0.19,0.234,0.212,0.369,0.465,0.319,0.396,0.388,0.33,0.355,0.421,0.524,0.684,0.831,0.941,1.087,2.56,2.926,3.563,4.171,3.584,3.555,3.519,3.054,3.267,3.369,3.636,3.771,3.075,3.954,4.415,4.254,5.46,5.408,5.62,5.817,7.282,8.186,8.028,9.613,11.099,11.065,11.49,12.625,12.992,15.85,15.818,15.718,16.905,17.627,17.645,17.682,18.684,19.905,20.931,22.661,22.298,23.688,24.737,26.779,28.124,28.75,29.525,29.978,30.881,31.986,33.199,36.806,37.306,36.57,42.226,44.661,46.249,48.913,51.369,50.86,54.365,54.868,56.954,56.606,57.175,58.495,58.457,61.107,62.309,68.743,64.561,72.641,68.412,69.58757692307692,70.76315384615384,71.93873076923076,73.11430769230768,74.2898846153846,75.46546153846151,76.64103846153843,77.81661538461535,78.99219230769226,80.16776923076918,81.3433461538461,82.51892307692302,83.69449999999993,84.87007692307685,86.04565384615377,87.22123076923069,88.3968076923076,89.57238461538452
131,Mozambique,MOZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.022,0.011,0.011,0.011,0.062,0.051,0.066,0.048,0.051,0.059,0.04,0.066,0.066,0.059,0.029,0.051,0.055,0.047,0.055,0.058,0.044,0.058,0.901,0.93,1.073,1.081,1.143,1.373,1.553,1.769,1.817,1.794,1.882,2.63,1.985,1.659,2.139,2.003,2.124,1.871,2.776,3.238,2.981,3.611,3.296,3.559,3.146,2.882,2.555,2.706,2.866,2.635,3.198,2.479,2.524,1.954,1.511,1.135,0.977,0.977,1.006,1.035,1.025,0.941,1.027,1.14,1.098,1.131,1.092,1.17,1.112,1.168,1.322,1.554,1.537,1.856,1.864,1.77,1.916,2.189,2.18,2.439,2.635,3.107,3.055,3.582,8.122,6.731,8.547,6.905,7.01,7.101,6.376,7.19,8.003,8.099576923076922,8.196153846153845,8.292730769230767,8.389307692307689,8.485884615384611,8.582461538461533,8.679038461538456,8.775615384615378,8.8721923076923,8.968769230769222,9.065346153846145,9.161923076923067,9.258499999999989,9.355076923076911,9.451653846153834,9.548230769230756,9.644807692307678,9.7413846153846
