country,iso_code,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Luxembourg,LUX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.036,0.044,0.051,0.058,7.419,9.009,9.401,8.654,8.782,9.885,10.368,10.837,10.086,10.42,11.508,11.581,11.541,11.438,12.296,12.193,11.61,11.35,12.259,13.182,13.735,13.194,13.493,14.175,14.424,11.864,11.862,10.954,11.881,12.162,11.074,9.486,8.924,8.364,9.004,9.237,9.111,8.812,9.1,9.846,11.816,12.435,12.202,12.352,11.543,9.156,9.207,8.564,7.663,8.118,8.704,9.205,9.981,10.453,11.822,12.08,11.911,11.307,11.172,10.63,11.198,11.102,10.872,10.339,9.823,9.351,9.094,9.268,9.574,9.77,8.068,8.43,7.524
Macao,MAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0.022,0.026,0.029,0.029,0.037,0.051,0.07,0.095,0.106,0.128,0.132,0.15,0.165,0.169,0.169,0.205,0.227,0.231,0.224,0.267,0.297,0.253,0.308,0.414,0.414,0.528,0.535,0.484,0.682,0.605,0.733,0.876,0.971,0.964,1.03,1.033,1.092,1.081,1.18,1.271,1.231,1.407,1.488,1.557,1.517,1.63,1.685,1.517,1.532,1.715,1.828,1.619,1.363,1.132,1.891,1.235,1.293,1.132,0.989,1.293,1.77,1.781,1.927,1.242,1.213,1.033,1.069,1.052
Madagascar,MDG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.007,0.004,0,0,0,0,0,0,0,0,0,0.007,0,0.004,0.004,0.004,0.304,0.245,0.308,0.253,0.289,0.304,0.319,0.315,0.374,0.374,0.399,0.355,0.396,0.461,0.483,0.557,0.579,0.842,0.912,0.85,0.971,1.026,1.286,1.073,1.187,1.693,0.992,0.846,1.017,1.13,1.614,1.025,1.013,0.65,0.866,1.053,1.137,1.282,1.286,0.926,0.944,1.025,1.003,1.032,1.152,1.192,1.245,1.535,1.619,1.763,1.948,1.743,1.236,1.692,1.804,1.741,1.675,1.735,1.78,1.706,1.872,2.374,2.744,3.208,3.158,3.227,3.268,4.119,3.791,4.256,3.964,4.267,4.404
Malawi,MWI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,0.259,0.291,0.317,0.349,0.411,0.448,0.461,0.412,0.46,0.438,0.373,0.361,0.347,0.33,0.348,0.429,0.366,0.388,0.381,0.454,0.502,0.546,0.571,0.549,0.578,0.582,0.637,0.67,0.637,0.71,0.604,0.593,0.575,0.556,0.556,0.552,0.545,0.541,0.563,0.74,0.788,0.787,0.882,0.902,0.907,0.92,0.915,0.902,0.893,0.858,0.773,0.856,0.918,0.902,0.849,0.848,0.919,0.998,1.013,0.968,1.056,1.066,1.146,1.041,1.083,1.206,1.23,1.723,1.637,1.871,2.078,2.094
Malaysia,MYS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.018,0.048,0.011,0.048,0.11,0.125,0.092,0.128,0.121,0.059,0.048,0.051,0.051,0.033,0.04,0.037,0.088,0.092,0.169,0.234,0,0.018,0.062,0.147,0.205,0.55,0.652,0.671,0.769,1.11,1.414,2.004,2.583,2.506,2.964,3.4,3.378,3.807,4.115,3.671,2.708,1.795,1.59,1.733,1.806,2.048,2.345,1.913,1.704,2.568,2.184,0.66,1.319,1.103,0.612,0.605,0.685,1.19,1.22,3.655,5.22,6.371,6.499,7.004,7.43,7.563,3.513,3.832,3.183,4.201,4.685,4.777,5.828,7.399,8.38,9.834,10.128,10.53,9.138,14.586,16.663,17.901,17.505,19.045,19.445,23.898,22.621,23.26,27.306,28.033,30.878,30.642,38.048,34.794,36.33,40.102,40.878,42.869,50.084,54.269,65.785,72.961,86.719,88.036,110.841,110.633,119.629,109.782,103.987,122.878,130.89,132.035,153.384,169.678,169.967,170.166,175.451,192.847,192.119,199.346,203.452,212.99,241.671,245.05,235.506,236.817,244.106,262.207,267.494,269.249,278.861,291.071
Maldives,MDV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.004,0.004,0.007,0.011,0.015,0.022,0.029,0.044,0.048,0.048,0.051,0.059,0.066,0.081,0.081,0.095,0.125,0.172,0.154,0.231,0.198,0.198,0.249,0.289,0.33,0.3,0.421,0.451,0.462,0.594,0.506,0.667,0.601,0.744,0.78,0.843,0.883,0.934,0.986,1.11,1.092,1.315,1.279,1.436,1.513,1.74,1.953,1.649,1.72,1.701
Mali,MLI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0.121,0.117,0.139,0.176,0.176,0.198,0.191,0.224,0.198,0.161,0.202,0.227,0.245,0.267,0.304,0.341,0.34,0.413,0.395,0.428,0.391,0.395,0.365,0.417,0.435,0.405,0.38,0.358,0.383,0.416,0.422,0.426,0.463,0.503,0.548,0.595,0.646,0.727,0.934,0.971,1.066,1.161,1.209,1.246,1.407,1.455,1.535,1.788,1.957,1.887,2.088,2.279,2.437,2.743,3.136,3.282,4.235,4.656,4.909,5.833,6.419,6.928,7.039
Malta,MLT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245,0.256,0.242,0.231,0.308,0.341,0.297,0.311,0.33,0.388,0.341,0.293,0.33,0.41,0.498,0.473,0.414,0.52,0.638,0.652,0.663,0.66,0.839,0.806,0.744,0.667,0.762,0.802,0.934,0.905,1.022,1.143,1.312,0.997,1.363,1.198,1.484,1.854,2.012,2.169,2.427,2.272,2.294,2.886,2.658,2.452,2.534,2.556,2.525,2.573,2.468,2.737,2.747,2.961,2.849,2.657,2.667,2.731,2.69,2.526,2.603,2.584,2.717,2.379,2.364,1.665,1.356,1.531,1.547,1.649,1.597,1.607,1.655
Marshall Islands,MHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0.084,0.084,0.088,0.088,0.088,0.092,0.088,0.099,0.103,0.11,0.106,0.117,0.114,0.121,0.125,0.128,0.132,0.136,0.139,0.136,0.139,0.143,0.143,0.143,0.147,0.147,0.147,0.147,0.153,0.151
Mauritania,MRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0.037,0.048,0.062,0.088,0.117,0.161,0.18,0.198,0.234,0.275,0.429,0.399,0.447,0.469,0.484,0.509,0.517,0.557,0.583,0.605,0.63,0.634,0.883,0.938,0.872,0.656,0.374,3.243,3.184,2.803,0.854,0.868,0.905,0.927,0.956,1.015,1.063,1.077,1.07,1.096,1.114,1.172,1.249,1.29,1.385,1.437,1.55,1.758,1.834,2.012,2.094,2.23,2.448,2.169,2.566,3.002,2.627,3.42,3.664,3.774,4.118,4.455,4.534
Mauritius,MUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202,0.139,0.176,0.187,0.187,0.128,0.22,0.22,0.209,0.224,0.18,0.187,0.253,0.209,0.308,0.304,0.275,0.498,0.638,0.572,0.498,0.396,0.689,0.678,0.692,0.59,0.619,0.641,0.63,0.66,0.59,0.542,0.502,0.597,0.627,0.707,0.799,0.931,0.854,1.052,1.462,1.521,1.707,1.773,1.623,1.828,1.949,1.997,2.169,2.426,2.689,2.862,2.884,3.059,3.089,3.294,3.627,3.686,3.767,3.708,3.913,3.917,3.964,4.067,4.206,4.21,4.346,4.536,4.459,4.521,3.807,4.091,4.249
Mexico,MEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.579,0.531,0.539,0.495,0.579,0.689,0.736,0.755,1,1.312,1.425,1.557,1.718,1.707,1.92,2.264,3.77,3.693,4.155,8.402,8.632,11.743,10.142,14.315,17.184,26.132,30.642,41.084,76.237,90.288,85.551,72.038,67.872,57.085,44.686,31.796,24.083,22.148,20.379,16.752,16.195,16.741,18.892,21.426,21.961,24.903,24.265,22.664,23.209,22.546,18.977,19.058,20.124,22.615,25.623,29.352,30.509,28.959,30.508,34.889,37.212,36.707,36.27,39.662,42.134,49.278,54.008,58.287,63.052,65.24,63.744,66.292,74.2,75.168,80.845,90.006,93.887,102.176,113.951,126.187,132.271,144.058,154.727,164.139,183.74,192.394,222.116,240.259,267.744,283.707,303.905,277.566,276.649,287.371,293.412,306.022,305.666,323.48,317.042,330.133,332.78,338.067,351.843,331.143,341.765,362.68,381.308,386.27,391.725,407.731,410.506,436.18,438.8,463.644,474.744,473.748,473.107,460.417,456.597,483.405,501.569,495.485,484.114,479.52,479.79,465.621,470.286,468.322,442.289,468.791,511.972
Micronesia (country),FSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136,0.143,0.154,0.18,0.183,0.194,0.202,0.191,0.18,0.165,0.15,0.161,0.143,0.117,0.114,0.132,0.11,0.147,0.103,0.117,0.125,0.136,0.136,0.143,0.143,0.143,0.143,0.147,0.147,0.153,0.151
Moldova,MDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0.004,0,0,0.005,0.005,0.007,0.009,0.008,0.008,0.009,0.009,0.028,0.033,0.027,0.037,0.04,0.054,0.055,0.052,0.063,0.073,0.09,0.092,0.12,0.123,0.145,0.152,0.16,0.183,0.185,0.202,0.207,0.219,0.229,0.247,0.28,0.308,0.326,0.382,0.389,0.447,0.455,0.526,0.59,0.685,0.776,0.796,0.769,0.752,0.837,0.747,0.852,0.955,0.961,1.014,0.994,1.031,1.168,1.269,1.145,1.051,1.12,1.031,0.411,0.351,0.32,0.347,0.424,0.468,0.557,0.55,0.797,0.991,1.1,1.185,1.612,1.936,2.181,2.438,2.948,3.337,3.826,3.913,4.13,4.18,5.012,4.404,2.395,2.499,3.624,3.837,4.312,5.193,5.528,6.285,7.007,7.596,8.136,8.611,9.408,10.671,11.704,12.813,13.685,14.398,15.006,15.489,16.273,17.458,18.573,19.717,20.839,21.805,22.43,23.367,24.593,26.106,27.476,28.654,29.764,31.302,32.504,33.612,34.764,35.039,36.413,35.749,36.406,36.939,37.273,40.156,38.828,37.534,39.211,38.336,36.24,29.274,20.978,15.846,12.427,11.405,11.687,7.301,6.444,4.685,3.573,3.787,4.052,4.404,4.613,4.938,5.03,4.979,5.19,4.54,4.831,4.945,4.766,4.899,4.759,4.782,4.904,5.221,5.445,5.495,5.241,5.597,5.422
Mongolia,MNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0.293,0.3,0.304,0.487,0.59,0.689,0.762,1.136,1.345,1.293,1.392,1.971,1.601,2.045,1.957,1.953,2.151,2.48,2.682,2.847,3.032,3.276,3.472,3.741,4.055,4.39,4.961,5.764,6.277,6.855,6.615,6.712,6.969,6.425,8.998,9.595,10.483,11.493,10.459,9.791,11.96,10.943,9.193,7.865,7.837,7.935,7.615,7.622,7.488,7.432,7.804,8.197,7.931,8.501,8.515,9.281,11.958,11.918,13.026,13.772,21.368,35,43.478,29.626,23.282,25.629,34.135,45.316,47.255,37.077,38.257,37.894
Montenegro,MNE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0.002,0.003,0.006,0.006,0.007,0.005,0.008,0.009,0.012,0.013,0.012,0.013,0.014,0.016,0.019,0.019,0.02,0.021,0.021,0.023,0.023,0.063,0,0,0,0,0,0.045,0.06,0.064,0.093,0.102,0.104,0.114,0.111,0.126,0.143,0.156,0.147,0.136,0.124,0.114,0.119,0.125,0.123,0.137,0.13,0.136,0.157,0,0,0.006,0.001,0.079,0.156,0.218,0.245,0.28,0.269,0.255,0.256,0.254,0.303,0.347,0.397,0.431,0.425,0.487,0.532,0.558,0.572,0.636,0.721,0.742,0.735,0.743,0.794,0.823,1.076,1.16,1.087,1.299,1.304,1.361,1.405,1.366,1.526,1.66,1.633,1.777,1.632,1.758,1.854,1.891,1.975,1.928,1.989,1.983,1.962,1.388,1.483,1.294,1.257,1.327,1.553,1.67,1.758,1.212,1.521,1.667,1.766,1.889,2.041,1.751,2.063,2.056,2.605,1.682,2.422,2.407,2.213,2.151,2.107,2.239,2.015,2.103,2.4,2.477,2.407,2.305,2.292
Montserrat,MSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.007,0.004,0.007,0.007,0.007,0.007,0.015,0.015,0.015,0.015,0.015,0.011,0.011,0.026,0.026,0.026,0.015,0.018,0.018,0.022,0.022,0.026,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.033,0.033,0.037,0.033,0.029,0.037,0.026,0.026,0.048,0.037,0.048,0.04,0.04,0.04,0.048,0.044,0.059,0.037,0.04,0.048,0.048,0.055,0.029,0.029,0.029,0.022,0.022,0.021,0.021
Morocco,MAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0.033,0.04,0.091,0.149,0.175,0.19,0.234,0.212,0.369,0.465,0.319,0.396,0.388,0.33,0.355,0.421,0.524,0.684,0.831,0.941,1.087,2.56,2.926,3.563,4.171,3.584,3.555,3.519,3.054,3.267,3.369,3.636,3.771,3.075,3.954,4.415,4.254,5.46,5.408,5.62,5.817,7.282,8.186,8.028,9.613,11.099,11.065,11.49,12.625,12.992,15.85,15.818,15.718,16.905,17.627,17.645,17.682,18.684,19.905,20.931,22.661,22.298,23.688,24.737,26.779,28.124,28.75,29.525,29.978,30.881,31.986,33.199,36.806,37.306,36.57,42.226,44.661,46.249,48.913,51.369,50.86,54.365,54.868,56.954,56.606,57.175,58.495,58.457,61.107,62.309,68.743,64.561,72.641,68.412
