,iso_code,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
107,LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.015,0.03,,0.08099999999999999,0.139,0.201,0.263,0.321,0.34299999999999997,0.365,0.714,0.75,0.815,0.888,0.961,1.045,1.147,1.263,2.775,4.232,5.407,6.655,7.962,9.583,11.468,13.532,15.512,17.96,20.536,23.215,26.066,29.089,32.35,35.662,39.285,42.85,46.543,50.887,54.828,60.129,65.782,72.849,79.937,86.202,92.126,97.512,103.008,108.793,114.683,120.527,126.246,133.188,139.901,147.666,155.144,162.814,170.16,177.881,185.749,193.864,203.591,213.946,225.05700000000002,237.312,250.065,265.164,281.45,297.88,313.346,329.753,345.997,364.526,381.734,398.384,413.176,426.922,444.34,465.298,485.295,505.55899999999997,527.891,550.054,574.046,599.781,626.223,654.047,680.207,705.868,728.148,751.62,775.525
108,LBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048,0.092,0.147,0.206,0.309,0.368,0.416,0.5,0.661,0.804,0.969,1.13,1.383,1.738,2.222,2.779,3.391,4.003,4.886,6.157,7.6080000000000005,9.132,10.638,12.118,13.84,15.324,16.8,18.271,19.774,21.716,23.753999999999998,25.689,26.286,26.993,27.688,28.404,29.127,29.884999999999998,30.694,31.354,31.81,32.185,32.577,32.994,33.409,33.825,34.252,34.698,35.171,35.547,35.946,36.363,36.795,37.259,37.805,38.456,39.129,39.754,40.285,40.756,41.513,42.361,43.324,44.198,45.019,45.486,45.983,46.874,47.296,48.316,49.085,49.95,50.827
109,LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,0.312,0.477,0.726,1.026,1.455,1.7850000000000001,2.096,2.448,2.88,3.572,4.766,5.814,7.276,7.939,8.954,11.581,30.073,60.187,95.709,128.014,149.642,164.862,179.437,188.775,200.343,218.231,238.429,259.584,285.51,312.291,340.959,371.524,401.67,429.946,460.948,494.843,527.191,563.351,600.42,636.934,679.554,716.578,755.2860000000001,806.646,861.242,915.194,966.973,1018.626,1068.886,1122.125,1175.239,1227.764,1283.241,1340.091,1400.76,1456.504,1508.099,1561.6009999999999,1614.998,1676.084,1731.946,1787.225,1830.683,1891.285,1945.836,1997.485,2050.922,2104.941,2175.468,2222.536,2286.462,2349.423
110,LCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.015,0.022,0.033,0.04,0.051,0.062,0.073,0.08399999999999999,0.095,0.10999999999999999,0.128,0.146,0.16799999999999998,0.19,0.216,0.245,0.27799999999999997,0.315,0.377,0.443,0.513,0.59,0.671,0.744,0.821,0.905,0.975,1.074,1.224,1.338,1.433,1.547,1.65,1.764,1.892,2.024,2.171,2.336,2.501,2.681,2.872,3.085,3.319,3.579,3.854,4.147,4.444,4.7700000000000005,5.107,5.455,5.814,6.173,6.55,6.953,7.341,7.751,8.176,8.601,9.026,9.513,10.0,10.491,10.978,11.462,11.942,12.418,12.909,13.418,13.92,14.404,14.87,15.34
111,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,0.027,0.044,0.061,0.08,0.138,0.2,0.261,0.322,0.396,0.484,0.595,0.711,0.819,0.954,1.063,1.2,1.334,1.486,1.638,1.7690000000000001,1.927,2.075,2.179,2.31,2.446,2.616,2.811,2.946,3.125,3.312,3.511,3.717,3.924,4.139,4.34,4.544,4.75,4.968,5.197,5.424,5.641,5.856,6.076,6.305,6.534,6.763,6.994,7.195,7.415,7.62,7.811,7.988,8.173,8.366,8.527,8.687,8.837,8.993,9.136,9.285,9.427,9.573,9.723
112,LKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.627,3.173,5.111,7.177,8.961,10.623999999999999,12.042,14.361,16.31,18.365000000000002,20.622,22.956,25.517,28.049,30.32,32.976,35.636,38.581,41.819,46.134,49.727000000000004,52.92,56.458,60.142,63.071,65.964,68.763,71.674,75.11,78.919,82.30799999999999,86.314,90.781,95.636,99.488,103.405,107.065,111.092,114.549,117.996,121.827,125.965,131.071,136.046,141.481,147.295,154.266,161.786,169.522,178.039,188.173,198.499,209.447,220.4,232.547,244.482,256.275,268.427,280.414,293.359,306.41,321.296,337.094,351.605,369.025,388.712,411.699,434.572,454.669,475.901,496.526,516.645,533.972
113,LSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.473,3.0010000000000003,4.588,6.2219999999999995,7.896,9.603,11.34,13.11,14.913,16.738,18.588,20.464,22.369,24.3,26.282,28.294,30.331,32.405,34.53,36.747,39.022,42.085,45.177,47.511,49.984,52.226,54.439,56.953,59.324,61.713,63.886,66.367,69.502
114,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.001,,,,,0.005,,,0.01,0.015,0.022,0.031,0.039,0.047,0.056,0.065,0.094,0.127,0.154,0.191,0.231,0.28500000000000003,0.341,0.393,0.456,0.529,0.62,0.712,0.833,0.957,1.1019999999999999,1.255,1.416,1.6,1.786,1.9889999999999999,2.197,2.417,2.647,2.895,3.176,3.486,3.814,4.198,4.589,5.039,5.497,6.026,6.619,7.307,8.087,8.888,9.661,10.417,11.259,12.01,12.867,13.827,14.793,15.812,16.812,17.848,19.022,20.297,21.448,22.504,23.63,24.666,25.079,25.432,25.754,26.102999999999998,26.529,26.999,27.559,28.112,28.913,29.909,31.006,32.188,33.802,35.742,37.924,40.364,43.313,46.646,50.461999999999996,54.368,58.491,62.664,67.665,72.062,74.469,76.981,80.624,84.466,88.773,93.95400000000001,99.458,105.713,112.674,120.211,128.282,136.82,146.138,156.704,168.3,180.992,194.544,208.79,223.624,238.933,255.02,272.288,290.663,310.157,330.748,352.302,374.485,397.606,421.935,447.804,475.075,503.555,533.182,564.375,596.788,630.332,665.071,700.107,736.529,772.334,808.825,845.875,883.2819999999999,923.583,959.893,995.963,1032.753,1069.651,1105.389,1143.209,1164.377,1180.697,1196.464,1211.521,1227.261,1242.424,1258.421,1271.871,1283.714,1296.308,1308.974,1321.633,1334.887,1348.75,1362.946,1378.421,1393.34,1406.171,1419.974,1433.935,1447.991,1461.145,1474.0,1487.055,1500.177,1513.463,1526.898,1540.576,1554.115,1567.945,1580.612
115,LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.061,0.105,0.156,0.214,7.633,16.642,26.043,34.697,43.479,53.364,63.732,74.569,84.655,95.075,106.583,118.164,129.70499999999998,141.143,153.439,165.632,177.242,188.59199999999998,200.851,214.033,227.768,240.962,254.45499999999998,268.63,283.054,294.918,306.78,317.734,329.615,341.777,352.851,362.337,371.261,379.625,388.629,397.866,406.977,415.789,424.889,434.735,446.551,458.986,471.188,483.54,495.083,504.239,513.446,522.01,529.673,537.791,546.495,555.7,565.681,576.134,587.956,600.0360000000001,611.947,623.254,634.426,645.056,656.254,667.356,678.228,688.567,698.39,707.741,716.835,726.103,735.677,745.447,753.515,761.945,769.469
116,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.001,,,,,0.003,,,0.006,0.009000000000000001,0.013000000000000001,0.019,0.024,0.029,0.035,0.041,0.059,0.08,0.097,0.121,0.147,0.182,0.218,0.251,0.29200000000000004,0.339,0.397,0.456,0.533,0.612,0.705,0.803,0.906,1.023,1.142,1.272,1.405,1.546,1.693,1.852,2.032,2.23,2.439,2.684,2.934,3.221,3.513,3.851,4.23,4.67,5.168,5.68,6.1739999999999995,6.657,7.195,7.675,8.223,8.836,9.453,10.104,10.743,11.405,12.155,12.97,13.706,14.381,15.100999999999999,15.763,16.027,16.253,16.459,16.682,16.954,17.255,17.613,17.966,18.478,19.115,19.817,20.573,21.607,22.849,24.246,25.805,27.688,29.817999999999998,32.255,34.746,37.37,40.025,43.243,46.071,47.609,49.214,51.542,54.006,56.774,60.106,63.650999999999996,67.681,72.173,77.03999999999999,82.253,87.768,93.791,100.621,108.111,116.309,125.061,134.264,143.848,153.735,164.11599999999999,175.251,187.095,199.661,212.933,226.816,241.093,255.964,271.609,288.219,305.705,323.941,342.884,362.807,383.497,404.894,427.031,449.35,472.546,495.316,518.514,542.05,565.799,591.399,615.49,635.325,654.732,672.853,692.516,710.437,724.632,736.555,746.926,756.061,765.274,773.955,782.262,789.981,797.064,804.561,812.082,819.809,827.541,835.353,843.664,852.303,860.502,867.959,876.514,884.326,891.847,899.217,906.39,913.653,920.865,928.081,935.944,943.595,950.595,957.835,964.426
117,MAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.044,0.06999999999999999,0.099,0.128,0.16499999999999998,0.216,0.28600000000000003,0.381,0.487,0.615,0.747,0.897,1.062,1.231,1.4,1.605,1.832,2.063,2.287,2.5540000000000003,2.851,3.104,3.412,3.826,4.24,4.768,5.303,5.787,6.469,7.074,7.807,8.683,9.654,10.618,11.648,12.681000000000001,13.773,14.854,16.034,17.305,18.536,19.943,21.431,22.988,24.505,26.134999999999998,27.82,29.337,30.869,32.584,34.412,36.031,37.394,38.525999999999996,40.417,41.652,42.945,44.077,45.066,46.359,48.129,49.91,51.836999999999996,53.079,54.292,55.325,56.394,57.446
118,MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,0.062,0.10200000000000001,0.193,0.34199999999999997,0.517,0.707,0.9410000000000001,1.153,1.522,1.987,2.306,2.702,3.09,3.42,3.775,4.196,4.72,5.404,6.235,7.176,8.263,10.823,13.749,17.312,21.483,25.067,28.622,32.141,35.195,38.462,41.831,45.467,49.238,52.313,56.267,60.682,64.936,70.396,75.804,81.424,87.241,94.523,102.709,110.737,120.35,131.449,142.514,154.004,166.629,179.621,195.471,211.289,227.007,243.912,261.539,279.184,296.866,315.55,335.455,356.386,379.047,401.345,425.033,449.77,476.549,504.673,533.423,562.948,592.926,623.807,655.793,688.992,725.798,763.104,799.674,841.9,886.561,932.81,981.723,1033.092,1083.952,1138.317,1193.185,1250.139,1306.745,1363.92,1422.415,1480.872,1541.979,1604.288,1673.031,1737.592,1810.233,1878.645
119,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.001,,,,,0.005,,,0.01,0.015,0.022,0.031,0.039,0.047,0.056,0.065,0.093,0.126,0.153,0.19,0.23,0.28400000000000003,0.339,0.391,0.454,0.527,0.617,0.709,0.829,0.952,1.097,1.2489999999999999,1.409,1.592,1.777,1.979,2.186,2.405,2.634,2.881,3.161,3.469,3.795,4.177,4.566,5.013,5.468,5.994,6.584,7.269,8.045,8.841000000000001,9.61,10.362,11.199,11.946,12.798,13.753,14.714,15.728,16.722,17.753,18.921,20.19,21.335,22.386,23.506,24.537,24.948,25.299,25.619,25.966,26.39,26.858,27.415,27.965,28.762,29.753,30.853,32.038,33.65,35.586,37.767,40.205,43.153,46.49,50.316,54.229,58.359,62.539,67.551,71.955,74.35,76.849,80.473,84.31,88.622,93.815,99.343,105.628,112.635,120.231,128.367,136.978,146.386,157.057,168.761,181.574,195.259,209.657,224.663,240.152,256.425,273.883,292.456,312.173,333.012,354.817,377.247,400.614,425.207,451.313,478.789,507.443,537.207,568.509,601.013,634.625,669.389,704.428,740.841,776.59,812.996,849.935,887.208,927.364,966.192,1003.726,1042.937,1081.273,1117.513,1146.787,1167.765,1183.611,1196.038,1207.443,1219.13,1226.431,1232.875,1237.56,1241.133,1244.92,1248.972,1253.376,1257.989,1262.927,1267.957,1272.936,1278.126,1282.666,1287.497,1292.442,1297.208,1302.107,1306.866,1311.648,1316.552,1321.773,1327.218,1332.713,1337.954,1343.551,1348.973
120,MDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.011,0.015,,,,,,,,,,0.022,,0.026000000000000002,0.03,0.034,0.33799999999999997,0.583,0.891,1.1440000000000001,1.433,1.737,2.056,2.371,2.745,3.1189999999999998,3.518,3.873,4.269,4.73,5.213,5.77,6.349,7.191,8.103,8.953,9.924,10.95,12.236,13.309,14.496,16.189,17.181,18.027,19.044,20.174,21.788,22.813,23.826,24.476,25.342,26.395,27.532,28.814,30.1,31.026,31.97,32.995,33.998,35.03,36.182,37.374,38.619,40.153999999999996,41.772999999999996,43.536,45.484,47.227,48.463,50.155,51.958999999999996,53.7,55.375,57.11,58.89,60.596,62.467999999999996,64.842,67.586,70.794,73.952,77.179,80.447,84.566,88.357,92.613,96.577,100.844,105.248
121,MDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.008,0.012,0.016,0.023,0.034,0.049,0.071,0.1,0.144,0.192,0.24,0.291,0.35,0.416,0.497,0.578,0.673,0.798,0.97,1.1239999999999999,1.355,1.553,1.751,2.0,2.289,2.6189999999999998,2.919,3.34,3.791,4.253,4.8469999999999995,5.353,6.02,6.621,7.365,8.145,8.988,9.871,10.805,11.791,12.901,13.993,15.308,16.587,18.023,19.536,21.276,23.229,24.878,26.598,28.299
122,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,1.099,1.63,2.169,2.664,3.243,3.932,4.668,5.423,6.423,7.734999999999999,9.16,10.717,12.435,14.142,16.062,18.326,22.096,25.789,29.944,38.346000000000004,46.978,58.721000000000004,68.863,83.178,100.362,126.494,157.136,198.22,274.457,364.745,450.296,522.334,590.206,647.2909999999999,691.977,723.773,747.856,770.004,790.383,807.135,823.33,840.071,858.963,880.389,902.35,927.2529999999999,951.518,974.182,997.391,1019.937,1038.914,1057.972,1078.096,1100.711,1126.334,1155.686,1186.195,1215.154,1245.662,1280.551,1317.763,1354.47,1390.74,1430.402,1472.536,1521.814,1575.822,1634.109,1697.161,1762.401,1826.145,1892.437,1966.637,2041.805,2122.65,2212.656,2306.543,2408.719,2522.67,2648.857,2781.128,2925.186,3079.913,3244.052,3427.792,3620.186,3842.302,4082.561,4350.305,4634.012,4937.917,5215.483,5492.132,5779.503,6072.915,6378.937,6684.603,7008.083,7325.125,7655.258,7988.038,8326.105,8677.948,9009.091,9350.856,9713.536,10094.844,10481.114,10872.839,11280.57,11691.076,12127.256,12566.056,13029.7,13504.444,13978.192,14451.298999999999,14911.716,15368.313,15851.718,16353.287,16848.772,17332.886,17812.406,18292.196,18757.817,19228.103,19696.425,20138.714,20607.505,21119.477
123,MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,0.161,0.245,0.333,0.421,0.509,0.601,0.689,0.788,0.891,1.001,1.107,1.224,1.338,1.459,1.584,1.712,1.844,1.98,2.119,2.255,2.394,2.537,2.68,2.823,2.97,3.117,3.264,3.411,3.564,3.715
124,MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,,,0.011,0.019999999999999997,0.03,0.048,0.082,0.116,0.154,0.183,0.228,0.28,0.35,0.427,0.499,0.577,0.66,0.751,0.859,0.969,1.088,1.21,1.331,1.462,1.596,1.964,,,,,,2.227,2.577,2.949,3.49,4.08,4.685,5.349,5.996,6.727,7.521,8.426,9.278,10.025,10.713,11.348,12.01,12.698,13.383,14.151,14.871,15.631,16.54,,,16.54,16.548,17.001,17.882,19.088,20.457,22.025,23.533,24.961,26.387,27.806,29.504,31.449,33.684,36.097,38.475,41.203,44.185,47.318,50.528,54.098,58.150999999999996,62.323,66.452,70.625,75.081,79.699,85.766,92.294,98.365,105.65,112.956,120.572,128.422,136.033,144.554,153.837,162.945,172.849,181.919,191.718,202.077,212.664,223.736,234.537,245.703,256.842,267.949,275.743,284.137,291.736,299.639,307.564,316.981,325.427,335.074,343.85699999999997,352.325,360.613,368.447,376.977,385.203,393.799,402.45,411.463,420.399,428.63599999999997,436.822,445.65999999999997,454.146,461.635,468.838,475.59499999999997,482.249,489.401,496.073,503.71999999999997,510.674,518.3629999999999,525.951
125,MLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048,0.16899999999999998,0.28600000000000003,0.42500000000000004,0.601,0.777,0.975,1.166,1.3900000000000001,1.588,1.749,1.951,2.178,2.423,2.69,2.994,3.335,3.6750000000000003,4.088,4.4830000000000005,4.9110000000000005,5.3020000000000005,5.697,6.062,6.479,6.914,7.319,7.699,8.057,8.44,8.856,9.278,9.704,10.167,10.67,11.218,11.813,12.459,13.186,14.120000000000001,15.091000000000001,16.157,17.318,18.527,19.773,21.18,22.635,24.17,25.958000000000002,27.915,29.802,31.89,34.169,36.606,39.349000000000004,42.485,45.767,50.002,54.658,59.567,65.4,71.819,78.747,85.786
126,MLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.245,0.501,0.743,0.974,1.282,1.623,1.92,2.231,2.561,2.949,3.29,3.583,3.9130000000000003,4.323,4.821,5.2940000000000005,5.708,6.228,6.866,7.518,8.181000000000001,8.841,9.68,10.486,11.23,11.897,12.659,13.461,14.395,15.3,16.322,17.465,18.777,19.774,21.137,22.335,23.819,25.673000000000002,27.685000000000002,29.854,32.281,34.553,36.847,39.733000000000004,42.391,44.843,47.377,49.933,52.458,55.031,57.499,60.236,62.983,65.944,68.793,71.45,74.117,76.848,79.538,82.064,84.667,87.251,89.968,92.347,94.711,96.376,97.732,99.263,100.81,102.459,104.056,105.663,107.318
127,MMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.158,6.2059999999999995,9.291,12.225999999999999,15.205,18.201999999999998,21.265,24.291,27.402,30.619,33.708,36.94,40.113,43.297,44.323,44.733000000000004,45.041000000000004,45.338,45.345,45.371,45.525,45.628,46.43,47.346000000000004,48.478,49.782000000000004,51.244,52.665,54.321,56.42,58.831,61.608000000000004,64.32300000000001,66.913,69.793,72.427,75.284,78.009,80.815,84.431,87.358,90.571,95.183,100.282,105.176,109.283,113.95400000000001,118.537,123.43,128.596,133.742,138.828,144.337,149.96,155.54,161.294,167.84300000000002,174.519,181.275,186.21800000000002,190.305,194.73,198.966,203.103,207.945,213.248,219.422,226.315,233.50300000000001,240.923,248.969,257.903,268.122,276.978,286.306,296.303,308.868,320.423,333.236,346.077,355.849,366.056,379.178,394.3,406.119,418.841,434.69,456.577,477.717,501.347,535.364,568.981,603.591,639.21,674.132
